"province","category","attraction_id","city","country","name","price","rating","avg_price","latitude","longitude"
"new_york_(ny)","air,_helicopter_&_balloon_tours",60,"new_york_city","united_states","2-day_niagara_falls_day_trip_from_new_york_city_by_train_and_air",952.92,1,952.92,40.7519760132,-73.9866027832
"british_columbia","air,_helicopter_&_balloon_tours",61,"vancouver","canada","whistler_bus_tour_with_return_to_vancouver_by_seaplane",353,5,344.6009375,48.4241294861,-123.3707809448
"british_columbia","air,_helicopter_&_balloon_tours",63,"vancouver","canada","seaplane_flight_to_victoria_with_whale_watching_and_return_by_ferry",389,4.5,344.6009375,48.4241294861,-123.3707809448
"british_columbia","air,_helicopter_&_balloon_tours",64,"vancouver","canada","shuttle_to_zodiac_nature_tour,_seaside_dinner,_and_return_to_vancouver_by_seaplane",299,5,344.6009375,48.4241294861,-123.3707809448
"ontario","air,_helicopter_&_balloon_tours",65,"gananoque","canada","thousand_islands_helicopter_tour",114.84,5,228.8476470588,44.3474006653,-76.1751708984
"british_columbia","air,_helicopter_&_balloon_tours",66,"vancouver_island","canada","victoria_panorama_seaplane_tour",125,4.5,344.6009375,48.4241294861,-123.3707809448
"british_columbia","air,_helicopter_&_balloon_tours",67,"whistler","canada","whistler_flightseeing_tour_with_alpine_lake_landing_and_optional_lunch",365,5,344.6009375,50.1436805725,-122.948600769
"british_columbia","air,_helicopter_&_balloon_tours",68,"vancouver","canada","vancouver_to_tofino_seaplane_flight",299,5,344.6009375,48.4241294861,-123.3707809448
"ontario","cruises,_sailing_&_water_tours",69,"toronto","canada","niagara_falls_tour_with_boat_cruise,_journey_and_fallsview_lunch_from_toronto",260,4.5,129.1547058824,43.6837425232,-79.5929107666
"ontario","cruises,_sailing_&_water_tours",70,"niagara_falls","canada","niagara_falls_canadian_side_tour_and_maid_of_the_mist_boat_ride",149.89,5,129.1547058824,43.1024360657,-78.9616394043
"washington_(wa)","cruises,_sailing_&_water_tours",71,"seattle","united_states","day_trip_from_seattle_to_victoria_on_the_victoria_clipper",170.41,4.5,220.85,38.8258628845,-76.919593811
"british_columbia","cruises,_sailing_&_water_tours",72,"vancouver","canada","half-day_whale_watching_adventure_from_vancouver",181.13,4.5,222.2537878788,48.4227218628,-123.3689804077
"ontario","cruises,_sailing_&_water_tours",73,"toronto","canada","niagara_falls_platinum_tour_from_toronto_with_cruise_and_lunch",149,4.5,129.1547058824,38.8258628845,-76.919593811
"new_york_(ny)","cruises,_sailing_&_water_tours",74,"niagara_falls","united_states","niagara_falls_american-side_tour_with_maid_of_the_mist_boat_ride",136.26,4.5,107.6733333333,43.1024360657,-78.9616394043
"british_columbia","cruises,_sailing_&_water_tours",75,"vancouver_island","canada","whale-watching_cruise_with_expert_naturalists",94.5,5,222.2537878788,48.4224090576,-123.3670501709
"british_columbia","cruises,_sailing_&_water_tours",76,"vancouver","canada","vancouver_harbor_sunset_dinner_cruise",97.69,4.5,222.2537878788,49.2941894531,-123.1330566406
"alberta","cruises,_sailing_&_water_tours",77,"canadian_rockies","canada","jasper_national_park_tour:_maligne_valley,_medicine_lake_and_spirit_island",72.45,5,85.43125,52.8780860901,-118.0799331665
"british_columbia","cruises,_sailing_&_water_tours",78,"vancouver_island","canada","victoria_whale_and_wildlife_cruise",151.2,5,222.2537878788,48.4225692749,-123.3824386597
"british_columbia","cruises,_sailing_&_water_tours",79,"vancouver_island","canada","victoria_whale_watching_adventure_in_a_zodiac_vessel",116.82,5,222.2537878788,48.4227218628,-123.3689804077
"british_columbia","cruises,_sailing_&_water_tours",80,"vancouver","canada","vancouver_harbor_and_indian_arm_lunch_cruise",85.33,5,222.2537878788,49.2941894531,-123.1330566406
"british_columbia","cruises,_sailing_&_water_tours",81,"vancouver","canada","whale-watching_tour_from_vancouver",138.5,4.5,222.2537878788,49.1245117188,-123.1840057373
"british_columbia","cruises,_sailing_&_water_tours",82,"vancouver","canada","ultimate_day_tour_to_victoria",363.56,4.5,222.2537878788,48.4227218628,-123.3689804077
"nova_scotia","cruises,_sailing_&_water_tours",83,"halifax_region","canada","halifax_harbour_hopper_tour",42.67,4.5,249.1723529412,44.6634635925,-63.6241378784
"british_columbia","cruises,_sailing_&_water_tours",84,"vancouver","canada","whistler_and_sea_to_sky_gondola_tour",189,5,222.2537878788,49.2846107483,-123.1084747314
"british_columbia","cruises,_sailing_&_water_tours",85,"vancouver_island","canada","victoria_zodiac_boat_whale_watching_tour",122,4.5,222.2537878788,48.422203064,-123.3796234131
"british_columbia","cruises,_sailing_&_water_tours",86,"vancouver","canada","whale_watching_tour_from_granville_island_in_vancouver",141.75,4.5,222.2537878788,49.2713165283,-123.1363143921
"nova_scotia","cruises,_sailing_&_water_tours",87,"halifax_region","canada","tall_ship_silva_sailing_cruise",39,3.5,249.1723529412,44.6634635925,-63.6241378784
"quebec","cruises,_sailing_&_water_tours",88,"quebec_city","canada","quebec_city_historic_discoverers_cruise",44.83,4,152.2882352941,45.5024528503,-73.5523757935
"ontario","cruises,_sailing_&_water_tours",89,"toronto","canada","1-hour_toronto_harbour_tour_with_live_narration",21.24,5,129.1547058824,43.6397972107,-79.3800811768
"british_columbia","cruises,_sailing_&_water_tours",90,"vancouver_island","canada","vancouver_island's_ultimate_full_day_whale_and_wildlife_tour",274.05,4.5,222.2537878788,48.7403793335,-123.619140625
"washington_(wa)","cruises,_sailing_&_water_tours",91,"seattle","united_states","victoria_day_trip_from_seattle_with_butchart_gardens",271.29,4.5,220.85,38.8258628845,-76.919593811
"quebec","cruises,_sailing_&_water_tours",92,"quebec_city","canada","full-day_whale_watching_cruise_from_quebec",159.8,4.5,152.2882352941,45.5024528503,-73.5523757935
"british_columbia","cruises,_sailing_&_water_tours",93,"vancouver_island","canada","victoria_whale_watch_tour",114.45,4.5,222.2537878788,48.4255905151,-123.3695831299
"british_columbia","cruises,_sailing_&_water_tours",94,"vancouver_island","canada","victoria_to_vancouver_tour_with_butchart_gardens_admission_and_sunset_cruise_to_vancouver",143.07,5,222.2537878788,48.4227218628,-123.3689804077
"british_columbia","cruises,_sailing_&_water_tours",95,"vancouver","canada","vancouver_harbor_sightseeing_cruise",40.9,4.5,222.2537878788,49.2941894531,-123.1330566406
"british_columbia","cruises,_sailing_&_water_tours",96,"vancouver","canada","4-day_vancouver_island_explorer_tour_from_vancouver",592.2,4.5,222.2537878788,49.2788314819,-123.1232147217
"quebec","cruises,_sailing_&_water_tours",97,"quebec_city","canada","whale_watching_excursion_with_transportation_from_quebec_city",155.25,4.5,152.2882352941,46.8131332397,-71.2056121826
"nova_scotia","cruises,_sailing_&_water_tours",98,"halifax_region","canada","tall_ship_silva_deckhand_for_a_day",22.99,3.5,249.1723529412,44.6634635925,-63.6241378784
"quebec","cruises,_sailing_&_water_tours",99,"quebec_city","canada","vip_whale_watching,_basilica_by_private_car_tour",216.76,4.5,152.2882352941,38.8258628845,-76.919593811
"nova_scotia","cruises,_sailing_&_water_tours",100,"halifax_region","canada","lobsters_&_lighthouses",42.57,3.5,249.1723529412,44.6634635925,-63.6241378784
"british_columbia","cruises,_sailing_&_water_tours",101,"vancouver_island","canada","port_renfrew_whale_&_wildlife_watching",149,4.5,222.2537878788,48.422203064,-123.3796234131
"alberta","cruises,_sailing_&_water_tours",102,"kananaskis_country","canada","voyageur_canoe_and_horseback_ride",120,4.5,85.43125,50.9183578491,-115.1479415894
"british_columbia","cruises,_sailing_&_water_tours",103,"vancouver","canada","tofino_2-day_tour_from_vancouver",412,4.5,222.2537878788,49.2869224548,-123.1221618652
"alberta","cruises,_sailing_&_water_tours",104,"kananaskis_country","canada","become_a_voyageur_-_canoe_tour",49,4.5,85.43125,50.9183578491,-115.1479415894
"british_columbia","cruises,_sailing_&_water_tours",105,"vancouver_island","canada","vancouver_island_half_day_whale_and_wildlife_tour",140.7,4.5,222.2537878788,48.7403793335,-123.619140625
"british_columbia","cruises,_sailing_&_water_tours",106,"vancouver_island","canada","half-day_whale_watching_(telegraph_cove,_bc)",143.07,4.5,222.2537878788,48.4227218628,-123.3689804077
"british_columbia","cruises,_sailing_&_water_tours",107,"vancouver_island","canada","sunset_whale_watching_(victoria,_bc)",143.07,4.5,222.2537878788,48.4227218628,-123.3689804077
"quebec","cruises,_sailing_&_water_tours",108,"quebec_city","canada","vip_three_day_whale_watching_sea_kayaking_basilica_is_orleans_private_car_tour",503.04,4.5,152.2882352941,38.8258628845,-76.919593811
"quebec","cruises,_sailing_&_water_tours",109,"quebec_city","canada","vip_two_day_whale_watching,_sea_kayaking,_basilica,_by_private_car_tour",312.19,4.5,152.2882352941,38.8258628845,-76.919593811
"nova_scotia","cruises,_sailing_&_water_tours",110,"earltown","canada","2_hour_quickie_adventure",57.5,3.5,249.1723529412,38.8258628845,-76.919593811
"british_columbia","cruises,_sailing_&_water_tours",111,"vancouver_island","canada","3_hour_whale_watching_tour",129,5,222.2537878788,48.6488227844,-123.3946380615
"quebec","cruises,_sailing_&_water_tours",112,"montreal","canada","best_of_montreal_full_day_tour",339,4.5,152.2882352941,38.8258628845,-76.919593811
"new_york_(ny)","cruises,_sailing_&_water_tours",113,"niagara_falls","united_states","discovery_niagara_falls_usa_winter_tour",156.77,4.5,107.6733333333,43.0851898193,-79.0592498779
"nova_scotia","cruises,_sailing_&_water_tours",114,"earltown","canada","keji_southern_lakes_canoe_trip_-_3_day",684.25,3.5,249.1723529412,38.8258628845,-76.919593811
"nova_scotia","cruises,_sailing_&_water_tours",115,"earltown","canada","frozen_ocean_canoe_trip_-3_day",684.25,3.5,249.1723529412,38.8258628845,-76.919593811
"quebec","cruises,_sailing_&_water_tours",116,"quebec_city","canada","rental_of_a_boat_on_the_st._lawrence_river_-_quebec_city",152.2899932861,4.5,152.2882352941,38.8258628845,-76.919593811
"british_columbia","cruises,_sailing_&_water_tours",118,"pender_island","canada","seals_&_smiles_tour",68.25,4.5,222.2537878788,48.8002738953,-123.3109436035
"nova_scotia","cruises,_sailing_&_water_tours",119,"halifax_region","canada","cabot_trail_and_cape_breton_tour",249.1699981689,3.5,249.1723529412,38.8258628845,-76.919593811
"nova_scotia","cruises,_sailing_&_water_tours",120,"halifax_region","canada","cape_breton_&_newfoundland_tour",249.1699981689,3.5,249.1723529412,38.8258628845,-76.919593811
"british_columbia","cruises,_sailing_&_water_tours",121,"vancouver_island","canada","ucluelet_harbour_kayaking_tour",89,4.5,222.2537878788,48.9360923767,-125.5372543335
"ontario","cruises,_sailing_&_water_tours",122,"niagara_falls","canada","gems_of_niagara_falls_small-group_tour",197.75,5,129.1547058824,43.6704101562,-79.3872756958
"british_columbia","cruises,_sailing_&_water_tours",123,"vancouver","canada","granite_falls_zodiac_tour",103.95,5,222.2537878788,49.2717285156,-123.1366577148
"british_columbia","cruises,_sailing_&_water_tours",124,"vancouver_island","canada","summer_sunset_whales_and_wildlife_tour_in_vancouver_island",126.95,5,222.2537878788,48.4265937805,-123.3709182739
"british_columbia","cruises,_sailing_&_water_tours",125,"vancouver","canada","downtown_vancouver_sightseeing_cruise_in_a_zodiac_vessel",69.57,5,222.2537878788,48.4227218628,-123.3689804077
"quebec","cruises,_sailing_&_water_tours",126,"montreal","canada","le_bateau-mouche_sightseeing_cruise_in_montreal",29.89,4.5,152.2882352941,45.5066947937,-73.549911499
"ontario","cruises,_sailing_&_water_tours",127,"toronto","canada","niagara_falls_small-group_tour_from_toronto",254.25,5,129.1547058824,43.6704101562,-79.3872756958
"british_columbia","cruises,_sailing_&_water_tours",128,"vancouver","canada","victoria_and_butchart_gardens_by_helicopter_and_speed_boat",579,5,222.2537878788,49.2847518921,-123.1394805908
"british_columbia","cruises,_sailing_&_water_tours",129,"vancouver_island","canada","victoria_whale_watching_tour_by_zodiac",114.45,4.5,222.2537878788,48.4255905151,-123.3695831299
"quebec","cruises,_sailing_&_water_tours",130,"montreal","canada","bateau-mouche_dinner_cruise",142.57,4.5,152.2882352941,45.5066947937,-73.549911499
"quebec","cruises,_sailing_&_water_tours",131,"quebec_city","canada","quebec_city_dinner_cruise",142.56,4,152.2882352941,45.5024528503,-73.5523757935
"alberta","cruises,_sailing_&_water_tours",132,"canadian_rockies","canada","lake_minnewanka_cruise",67.2,4.5,85.43125,51.4176368713,-116.217010498
"nova_scotia","cruises,_sailing_&_water_tours",133,"halifax_region","canada","halifax_dinner_cruise",92.56,3.5,249.1723529412,44.6634635925,-63.6241378784
"british_columbia","cruises,_sailing_&_water_tours",134,"vancouver_island","canada","whale_watching_and_butchart_gardens",185,4.5,222.2537878788,48.422203064,-123.3796234131
"british_columbia","cruises,_sailing_&_water_tours",135,"vancouver_island","canada","summer_whale_watching_on_vancouver_island",145.95,5,222.2537878788,48.4265937805,-123.3709182739
"quebec","cruises,_sailing_&_water_tours",136,"montreal","canada","montreal_dinner_cruise",142.56,4,152.2882352941,45.5024528503,-73.5523757935
"newfoundland_and_labrador","cruises,_sailing_&_water_tours",137,"bay_bulls","canada","newfoundland_puffin_and_whale_watch_cruise",72,5,432.75,38.8258628845,-76.919593811
"quebec","cruises,_sailing_&_water_tours",138,"quebec_city","canada","rivi\u00e8re-du-loup_whale-watching_cruise",80.47,4.5,152.2882352941,38.8258628845,-76.919593811
"british_columbia","cruises,_sailing_&_water_tours",139,"vancouver_island","canada","victoria_semi_covered_sunset_whale-watching_tour",130.2,4.5,222.2537878788,48.4225692749,-123.3824386597
"alberta","cruises,_sailing_&_water_tours",140,"canadian_rockies","canada","jasper_city_sightseeing_tour_and_maligne_lake_cruise",198.45,5,85.43125,51.1306915283,-114.0066375732
"british_columbia","cruises,_sailing_&_water_tours",141,"squamish","canada","4-hour_eagle_viewing_river_float_trip_from_squamish_with_lunch",125.99,5,222.2537878788,49.7491493225,-123.1333770752
"british_columbia","cruises,_sailing_&_water_tours",142,"vancouver_island","canada","victoria_4_ever_wild_sunset_whale-watching_tour",130.2,5,222.2537878788,48.4225692749,-123.3824386597
"ontario","cruises,_sailing_&_water_tours",143,"toronto","canada","toronto_harbour_sightseeing_cruise",29.32,4.5,129.1547058824,43.638885498,-79.3803482056
"new_york_(ny)","cruises,_sailing_&_water_tours",144,"lake_george","united_states","lake_george_luncheon_or_sightseeing_cruise_aboard_the_lac_du_saint_sacrement",29.99,4.5,107.6733333333,38.8258628845,-76.919593811
"ontario","cruises,_sailing_&_water_tours",145,"peterborough_&_the_kawarthas","canada","lady_muskoka_boat_cruise",42.94,4,129.1547058824,45.0305595398,-79.3140945435
"british_columbia","cruises,_sailing_&_water_tours",146,"vancouver","canada","victoria_and_butchart_gardens_by_seaplane_and_speed_boat",489,5,222.2537878788,49.2847518921,-123.1394805908
"ontario","cruises,_sailing_&_water_tours",147,"toronto","canada","niagara_falls_tour_with_boat_cruise,_journey_and_fallsview_lunch_from_toronto",260,4.5,129.1547058824,43.6837425232,-79.5929107666
"british_columbia","cruises,_sailing_&_water_tours",148,"vancouver","canada","whales_&_fly:_whale_watching_from_vancouver_to_victoria_&_return_seaplane_flight",447.57,5,222.2537878788,48.4227218628,-123.3689804077
"british_columbia","cruises,_sailing_&_water_tours",149,"vancouver","canada","vancouver_to_victoria_by_seaplane_and_ferry",289,4.5,222.2537878788,48.4241294861,-123.3707809448
"british_columbia","cruises,_sailing_&_water_tours",150,"vancouver_island","canada","victoria_whale_watching_tour_on_a_covered_vessel",122,4,222.2537878788,48.422203064,-123.3796234131
"ontario","cruises,_sailing_&_water_tours",151,"toronto","canada","toronto_inner_harbour_and_island_cruise",29.5,4.5,129.1547058824,38.8258628845,-76.919593811
"british_columbia","cruises,_sailing_&_water_tours",152,"vancouver","canada","vancouver_full-day_sightseeing_and_photography_tour",249,5,222.2537878788,56.1303672791,-106.3467712402
"alberta","cruises,_sailing_&_water_tours",153,"canadian_rockies","canada","maligne_lake_cruise",82.95,5,85.43125,51.1306915283,-114.0066375732
"british_columbia","cruises,_sailing_&_water_tours",154,"vancouver","canada","howe_sound_sea_safari_cruise",97.65,5,222.2537878788,38.8258628845,-76.919593811
"british_columbia","cruises,_sailing_&_water_tours",155,"vancouver","canada","vancouver_to_victoria_whale_watching_&_butchart_gardens_with_return_by_speedboat",459,5,222.2537878788,49.2847518921,-123.1394805908
"british_columbia","cruises,_sailing_&_water_tours",156,"vancouver_island","canada","marine_wildlife_tour_with_expert_guides",110,5,222.2537878788,48.4224090576,-123.3670501709
"indonesia","cruises,_sailing_&_water_tours",157,"java","asia","heart_of_the_1000_islands_lunch_cruise",81.36,3.5,59.315,44.2307624817,-76.4797286987
"british_columbia","cruises,_sailing_&_water_tours",158,"vancouver_island","canada","victoria_sunset_whale-watching_cruise",140.7,5,222.2537878788,48.4225692749,-123.3824386597
"quebec","cruises,_sailing_&_water_tours",159,"montreal","canada","montreal_guided_sightseeing_cruise",39.08,3.5,152.2882352941,45.5024528503,-73.5523757935
"ontario","cruises,_sailing_&_water_tours",160,"niagara_falls","canada","niagara_falls_night_tour_with_dinner_and_cruise",189,4.5,129.1547058824,43.0857124329,-79.0824279785
"nova_scotia","cruises,_sailing_&_water_tours",161,"earltown","canada","4_hour_quickie_adventure",92,3.5,249.1723529412,38.8258628845,-76.919593811
"quebec","cruises,_sailing_&_water_tours",162,"ottawa","canada","ottawa_river_historic_sightseeing_cruise",28,4,152.2882352941,45.4315567017,-75.7079315186
"nova_scotia","cruises,_sailing_&_water_tours",163,"halifax_region","canada","halifax_deep_sea_fishing",68.18,4,249.1723529412,44.6634635925,-63.6241378784
"indonesia","cruises,_sailing_&_water_tours",164,"java","asia","2-hour_1000_islands_dinner_cruise",54.95,3.5,59.315,44.587638855,-75.6811523438
"british_columbia","cruises,_sailing_&_water_tours",165,"vancouver_island","canada","victoria_marine_wildlife_tour",112.35,5,222.2537878788,48.4225692749,-123.3824386597
"ontario","cruises,_sailing_&_water_tours",166,"toronto","canada","saturday_afternoon_lunch_cruise",67.8,4.5,129.1547058824,43.6365470886,-79.396156311
